time,cloud,temp,humidity,wind_speed,wind_dir,rain,snow
2022-06-21 05:00:00+09:00,0,20.9538892,92,3.6,26,0,0
2022-06-21 06:00:00+09:00,0,20.96630872,92,2.94,41,0,0
2022-06-21 07:00:00+09:00,0,21.34804107,90,2.42,65,0,0
2022-06-21 08:00:00+09:00,0,22.00658068,88,1.63,10,0,0
2022-06-21 09:00:00+09:00,0,23.03,85,3.15764442,347.8351094,0,0
2022-06-21 10:00:00+09:00,2,23.24719512,83,2.48,347,0,0
2022-06-21 11:00:00+09:00,6.055585249,24.00220738,81.02779262,2.897797969,321.5831106,0,0
2022-06-21 12:00:00+09:00,8,23.77989474,82,4.22,307,0,0
2022-06-21 13:00:00+09:00,10,23.6095144,83,4.71,304,0,0
2022-06-21 14:00:00+09:00,13,23.57075616,84,4.78,293,0,0
2022-06-21 15:00:00+09:00,16,23.39318644,84,4.03,285,0,0
2022-06-21 16:00:00+09:00,16,23.42386503,84,3.89,296,0,0
2022-06-21 17:00:00+09:00,12,23.0456406,85,3.5,304,0,0
2022-06-21 18:00:00+09:00,11,23.1433056,84,2.63,295,0,0
2022-06-21 19:00:00+09:00,9,22.86896018,85,2.77,297,0,0
2022-06-21 20:00:00+09:00,10.97065101,24.00065101,87,2.72029349,306.5869797,0,0
2022-06-21 21:00:00+09:00,9.014388489,22.03453237,87,2.138633094,313.1870504,0,0
2022-06-21 22:00:00+09:00,9,21.67459235,89,0.59,329,0,0
2022-06-21 23:00:00+09:00,13.93108729,21.58620214,89,0.787243492,302.3721286,0,0
2022-06-22 00:00:00+09:00,11,21.53610094,89,1.08,277,0,0
2022-06-22 01:00:00+09:00,10,21.40768719,89,1.57,303,0,0
2022-06-22 02:00:00+09:00,12,21.25951747,89,1.22,5,0,0
2022-06-22 03:00:00+09:00,6.244604317,21.01482014,89.98561151,1.091726619,41.98561151,0,0
2022-06-22 04:00:00+09:00,7,20.89576346,90,0.87,51,0,0
2022-06-22 05:00:00+09:00,10,20.92140244,89,1.29,65,0,0
2022-06-22 06:00:00+09:00,25,21.05958472,88,1.44,80,0,0
2022-06-22 07:00:00+09:00,38.60600375,21.554803,85.08442777,1.362251407,95.54971857,0,0
2022-06-22 08:00:00+09:00,41.15458422,22.09183369,81.90724947,0.82391258,133.6076759,0,0
2022-06-22 09:00:00+09:00,46,22.79592798,79,1.26,184,0,0
2022-06-22 10:00:00+09:00,50,23.4447716,77,2.24,220,0,0
2022-06-22 11:00:00+09:00,69,27.03,77,3.64,228,0,0
2022-06-22 12:00:00+09:00,69,23.4441785,79.96348884,4.440141988,232.9391481,0,0
2022-06-22 13:00:00+09:00,75,23.49368275,81,4.55,224,0,0
2022-06-22 14:00:00+09:00,62,23.759547,81,4.08,230,0,0
2022-06-22 15:00:00+09:00,36.30360934,23.53492569,83.96496815,3.615488323,225.0583864,0,0
2022-06-22 16:00:00+09:00,46.85874799,23.61049759,84,3.274365971,227.9614767,0,0
2022-06-22 17:00:00+09:00,66.75161987,23.72669006,83.01241901,2.637948164,229.975162,0,0
2022-06-22 18:00:00+09:00,55,23.82557692,83,2.13,234,0,0
2022-06-22 19:00:00+09:00,44,23.53800998,84,1.54,215,0,0
2022-06-22 20:00:00+09:00,36.16920807,23.08523856,85.95769798,1.187614363,165.0787014,0,0
2022-06-22 21:00:00+09:00,28.08121547,22.72627624,86.97292818,1.370845304,138.3502762,0,0
2022-06-22 22:00:00+09:00,4,22.54651163,87,2.95,136,0,0
2022-06-22 23:00:00+09:00,4,22.00326678,91,3.16,138,0,0
2022-06-23 00:00:00+09:00,19,21.7268386,93,3.39,141,0,0
2022-06-23 01:00:00+09:00,18,21.43092972,96,3.67,135,0,0
2022-06-23 02:00:00+09:00,22,21.52057143,96,3.94,127,0,0
2022-06-23 03:00:00+09:00,28,21.72681994,95,3.74,135,0,0
2022-06-23 04:00:00+09:00,99,22.01369529,96,3.93,149,0,0
2022-06-23 05:00:00+09:00,99,22.17444098,96,4.17674987,154.9219969,0,0
2022-06-23 06:00:00+09:00,100,22.19070117,96,4.84,158,0,0
2022-06-23 07:00:00+09:00,95,22.63753533,94,5.1,158,0,0
2022-06-23 08:00:00+09:00,96,23.0752439,91,5.97,169,0,0
2022-06-23 09:00:00+09:00,96.46878002,25.147195,93.17963497,6.066493756,179.70317,0,0
2022-06-23 10:00:00+09:00,100,23.95590783,87,7.17,185,0,0
2022-06-23 11:00:00+09:00,100,23.89466186,88,8.47,189,0,0
2022-06-23 12:00:00+09:00,100,24.16133894,87,9.39,189,0,0
2022-06-23 13:00:00+09:00,100,24.13132768,87,9.59,194,0,0
2022-06-23 14:00:00+09:00,100,24.0698892,86,9.8,203,0,0
2022-06-23 15:00:00+09:00,97.09934853,24.04788817,87.03311618,10.27714984,200.0662324,0.43509772,0
2022-06-23 16:00:00+09:00,100,23.55474529,90,10.47,196,0.131937984,0
2022-06-23 17:00:00+09:00,100,23.18673877,92,10.45,199,0,0
2022-06-23 18:00:00+09:00,100,22.96644358,93,10.1,199,5.536073009,0
2022-06-23 19:00:00+09:00,100,22.58256098,94,9.29,193,0,0
2022-06-23 20:00:00+09:00,100,22.39942013,95,8.43,198,0.108243982,0
2022-06-23 21:00:00+09:00,100,22.29612313,95,8.221103716,194.0244038,0,0
2022-06-23 22:00:00+09:00,100,22.29224836,95,8.48,199,4.88118709,0
2022-06-23 23:00:00+09:00,100,22.11048916,97,9.45,206,8.617998888,0
2022-06-24 00:00:00+09:00,100,23.0432964,97,9.95,212,0.322969529,0
2022-06-24 01:00:00+09:00,100,23.03,98,8.27,222,8.555927552,0
2022-06-24 02:00:00+09:00,100,23.03,98,7.88465974,221.0119481,6.647631169,0
2022-06-24 03:00:00+09:00,100,21.87655324,99,7.41,215,2.157255763,0
2022-06-24 04:00:00+09:00,100,23.04274945,97,10.72,211,2.354445676,0
2022-06-24 05:00:00+09:00,100,23.00696105,96,10.88,217,2.038014262,0
2022-06-24 06:00:00+09:00,100,23.03,98,8.14,232,1.328888889,0
2022-06-24 07:00:00+09:00,100,23.03,99,5.98,234,1.17782392,0
2022-06-24 08:00:00+09:00,100,21.42976705,98,5.01,256,0.016228508,0
2022-06-24 09:00:00+09:00,100,21.70362007,97.02252944,4.364869432,250.1351767,0,0
2022-06-24 10:00:00+09:00,100,21.67142539,97,3.26,203,0,0
2022-06-24 11:00:00+09:00,100,21.80870511,96,4,189,0.715843308,0
2022-06-24 12:00:00+09:00,100,24.03,95,5.09,199,0,0
2022-06-24 13:00:00+09:00,96,22.43351247,93,3.92,224,0,0
2022-06-24 14:00:00+09:00,94,22.73098061,92,4.69,223,0,0
2022-06-24 15:00:00+09:00,95,22.81613065,93,5.75,220,0,0
2022-06-24 16:00:00+09:00,97,22.56873446,92,5.57,219,0,0
2022-06-24 17:00:00+09:00,89,22.53610987,92,5.3,229,0,0
2022-06-24 18:00:00+09:00,80,25.05549889,94,4.47,229,0,0
2022-06-24 19:00:00+09:00,67,21.97847199,95,3.86,210,0,0
2022-06-24 20:00:00+09:00,64,21.69124237,97,4.87,202,0,0
2022-06-24 21:00:00+09:00,66,21.56281385,98,4.59,200,0,0
2022-06-24 22:00:00+09:00,49,21.23608093,98,3.89,199,0,0
2022-06-24 23:00:00+09:00,54,21.10812196,99,4.14,187,0,0
2022-06-25 00:00:00+09:00,59,20.96613063,99,3.42,171,0,0
2022-06-25 01:00:00+09:00,62,20.76780366,98,3.01,178,0,0
2022-06-25 02:00:00+09:00,65,20.56475055,99,2.94,196,0,0
2022-06-25 03:00:00+09:00,61.08612975,20.65208054,98.01230425,3.32606264,166.246085,0,0
2022-06-25 04:00:00+09:00,66,24.03,98,4.19,163,0,0
2022-06-25 05:00:00+09:00,67,20.96220219,98,4.62,159,0,0
2022-06-25 06:00:00+09:00,66,21.00081994,98,3.91,146,0,0
2022-06-25 07:00:00+09:00,66,21.61558178,96,4.47,160,0,0
2022-06-25 08:00:00+09:00,62,22.4108995,92,4.97,171,0,0
2022-06-25 09:00:00+09:00,56,22.68584906,91,5.77,182,0,0
2022-06-25 10:00:00+09:00,28,23.20489739,88,4.5,188,0,0
2022-06-25 11:00:00+09:00,40.84443288,23.1787565,89.9760666,5.873366285,192.9401665,0,0
2022-06-25 12:00:00+09:00,48,23.22926829,90,6.89,196,0,0
2022-06-25 13:00:00+09:00,54,23.28972851,91,6.92,197,0,0
2022-06-25 14:00:00+09:00,56,23.41222715,90,6.48,200,0,0
2022-06-25 15:00:00+09:00,54,23.43539058,90,5.46,207,0,0
2022-06-25 16:00:00+09:00,41,23.29123128,91,5.36,208,0,0
2022-06-25 17:00:00+09:00,100,23.05497758,91,6.26,196,0,0
2022-06-25 18:00:00+09:00,100,22.76271215,92,6.04,193,0,0
2022-06-25 19:00:00+09:00,83.19308209,22.65031492,91.01135777,6.801254517,185.0908622,0,0
2022-06-25 20:00:00+09:00,71,22.61503679,91,6.21,176,0,0
2022-06-25 21:00:00+09:00,61,22.82875,88,6.78,180,0,0
2022-06-25 22:00:00+09:00,3,22.09461154,93,3.93,122,0,0
2022-06-25 23:00:00+09:00,23,21.88763827,94,4.47,134,0,0
2022-06-26 00:00:00+09:00,48,22.09803452,94,4.87,140,0,0
2022-06-26 01:00:00+09:00,61,21.98267956,95,6.32,159,0,0
2022-06-26 02:00:00+09:00,69,21.98245314,96,6.39,177,0,0
2022-06-26 03:00:00+09:00,70.12403101,21.91953488,95.96899225,4.732325581,163.4341085,0,0
2022-06-26 04:00:00+09:00,100,22.11364444,95,4.91,169,0,0
2022-06-26 05:00:00+09:00,100,22.12710989,95,6.6,160,0,0
2022-06-26 06:00:00+09:00,96,22.3004646,94,6.95,161,0,0
2022-06-26 07:00:00+09:00,97,22.57461966,93,7.67,172,0,0
2022-06-26 08:00:00+09:00,95,23.00708356,92,7.59,184,0,0
2022-06-26 09:00:00+09:00,96,23.38498054,90,8.56,194,0,0
2022-06-26 10:00:00+09:00,97,24.31280663,86,8.8,188,0,0
2022-06-26 11:00:00+09:00,98,24.29431894,88,8.78,192,0,0
2022-06-26 12:00:00+09:00,98,23.87620652,90,9.02,197,0,0
2022-06-26 13:00:00+09:00,99,23.69931054,92,9.47,194,0,0
2022-06-26 14:00:00+09:00,99,23.94659103,91,9.37,193,0,0
2022-06-26 15:00:00+09:00,99,23.82964699,90,8.95,195,0,0
2022-06-26 16:00:00+09:00,100,24.33780677,88.09161577,8.266185453,189.0610772,0,0
2022-06-26 17:00:00+09:00,100,24.4190884,86,7.91,181,0,0
2022-06-26 18:00:00+09:00,100,24.61225698,84,8.81,174,0,0
2022-06-26 19:00:00+09:00,100,24.38205298,85,8.02,174,0,0
2022-06-26 20:00:00+09:00,100,24.00102086,86,6.87,166,0,0
2022-06-26 21:00:00+09:00,100,23.49274131,88,6.08,151,0,0
2022-06-26 22:00:00+09:00,100,23.28342406,90,5.73,156,0,0
2022-06-26 23:00:00+09:00,100,22.86504132,93,4.94,153,1.16707438,0
2022-06-27 00:00:00+09:00,100,26.93707965,93,5.883318584,142.9292035,1.133849558,0
2022-06-27 01:00:00+09:00,100,22.86111541,93,5.33,152,4.181971287,0
2022-06-27 02:00:00+09:00,100,23.34185022,91,6.93,170,2.342577093,0
2022-06-27 03:00:00+09:00,100,26.03,91.17475728,6.709417476,164.6407767,1.463009709,0
2022-06-27 04:00:00+09:00,100,26.03,94,7.645849451,174.5243074,0.722556194,0
2022-06-27 05:00:00+09:00,100,22.97054726,94,7.01,162,0,0
2022-06-27 06:00:00+09:00,100,26.03,91.98924731,8.464408602,171.016129,0.858064516,0
2022-06-27 07:00:00+09:00,100,26.03,89.88559755,9.285720123,173.7711951,0.041756895,0
2022-06-27 08:00:00+09:00,100,24.05516916,88,9.38,170,0.019839157,0
2022-06-27 09:00:00+09:00,100,24.39039735,86,10.15,177,0.145033113,0
2022-06-27 10:00:00+09:00,100,24.42847514,87,10.24,178,1.038668508,0
2022-06-27 11:00:00+09:00,100,24.87870237,84,9.98,174,1.994119271,0
2022-06-27 12:00:00+09:00,100,25.16728177,83,10.44,177,0.450220994,0
2022-06-27 13:00:00+09:00,100,24.73707182,85,10.3,177,0.368033149,0
2022-06-27 14:00:00+09:00,100,24.26832319,87,10.22,178,0,0
2022-06-27 15:00:00+09:00,100,24.57770896,86.03071501,11.26682779,173.153575,0.164778449,0
2022-06-27 16:00:00+09:00,100,24.86275083,86,10.31,177,0.997635061,0
2022-06-27 17:00:00+09:00,100,24.57855636,87,10.46,176,0,0
2022-06-27 18:00:00+09:00,100,24.40396122,87,10.72,176,0,0
2022-06-27 19:00:00+09:00,100,24.41372093,86,10.55,170,1.308139535,0
2022-06-27 20:00:00+09:00,100,24.3561863,86,10.77,174,0.005830137,0
2022-06-27 21:00:00+09:00,100,24.31378453,86,10.41,174,0,0
2022-06-27 22:00:00+09:00,100,24.21465347,86,9.56,170,0,0
2022-06-27 23:00:00+09:00,100,24.16506091,87,10.38,175,0,0
2022-06-28 00:00:00+09:00,100,24.20852323,87,10.73,172,0,0
2022-06-28 01:00:00+09:00,100,24.00189398,88,9.98,175,0,0
2022-06-28 02:00:00+09:00,100,23.89677704,89,9.98,173,0,0
2022-06-28 03:00:00+09:00,100,23.85429829,89,10.36,173,0,0
2022-06-28 04:00:00+09:00,100,23.85458564,90,11.47,173,0,0
2022-06-28 05:00:00+09:00,100,23.73332597,91,11.47,176,0,0
2022-06-28 06:00:00+09:00,100,23.73324503,91,11.44,176,0,0
2022-06-28 07:00:00+09:00,98,23.85702927,90,11.82,180,0,0
2022-06-28 08:00:00+09:00,98,23.91627971,90,11.82,181,0,0
2022-06-28 09:00:00+09:00,99.96113848,24.80015873,85.15544609,11.90911877,177.3108922,0,0
2022-06-28 10:00:00+09:00,100,24.91755949,85,12.32,181,0,0
2022-06-28 11:00:00+09:00,100,25.07620919,84,12.56,184,0,0
2022-06-28 12:00:00+09:00,100,25.2837376,83,12.83,184,0,0
2022-06-28 13:00:00+09:00,100,25.38139164,83,12.54,186,0,0
2022-06-28 14:00:00+09:00,100,25.33572536,83,12.56,187,0,0
2022-06-28 15:00:00+09:00,100,25.41466667,80.13333333,12.14866667,185.0333333,0,0
2022-06-28 16:00:00+09:00,100,25.21538082,82,11.79,186,0,0
2022-06-28 17:00:00+09:00,100,24.92943396,83,11.61,183,1.894811321,0
2022-06-28 18:00:00+09:00,100,24.78528958,83,10.97,175,0.071042471,0
2022-06-28 19:00:00+09:00,100,24.29421053,84.91578947,11.10410526,175.9578947,0,0
2022-06-28 20:00:00+09:00,100,24.18665025,85,11.02,179,0,0
2022-06-28 21:00:00+09:00,100,24.4030363,84.08250825,11.2750495,178.0412541,0.23009901,0
2022-06-28 22:00:00+09:00,100,24.22077808,84,11.13,176,2.758876712,0
2022-06-28 23:00:00+09:00,100,24.19456873,85,11.06,179,3.967668336,0
2022-06-29 00:00:00+09:00,100,24.09637168,86,11.1,178,0.453097345,0
2022-06-29 01:00:00+09:00,100,23.88978947,87,11.09,182,0,0
2022-06-29 02:00:00+09:00,100,23.536,90,10.77,187,0.464,0
2022-06-29 03:00:00+09:00,100,23.41385926,90.13853766,10.37757559,184.1039032,0,0
2022-06-29 04:00:00+09:00,100,23.37330569,90,10.55,183,0.105196241,0
2022-06-29 05:00:00+09:00,100,23.44536935,90,10.22,181,0,0
2022-06-29 06:00:00+09:00,100,23.4852284,91,9.77,183,0.005800771,0
2022-06-29 07:00:00+09:00,100,23.4899667,92,9.87,185,0.329622642,0
2022-06-29 08:00:00+09:00,100,23.67179063,92,9.91,184,0.150374656,0
2022-06-29 09:00:00+09:00,98.06287921,24.06382239,89.0314396,10.25056812,184.2515168,0.003772752,0
2022-06-29 10:00:00+09:00,100,24.43890116,87,10.64,189,0.194036444,0
2022-06-29 11:00:00+09:00,97,24.47991713,87,10.49,192,0.032513812,0
2022-06-29 12:00:00+09:00,96,24.59,87,10.5,192,0,0
2022-06-29 13:00:00+09:00,97,24.82223938,87,10.78,192,0.542702703,0
2022-06-29 14:00:00+09:00,97,27.06090508,88,10.38,194,0.035540839,0
2022-06-29 15:00:00+09:00,97.97157191,25.0764214,85.05685619,10.24545151,192.0852843,0,0
2022-06-29 16:00:00+09:00,100,24.97228856,85,9.71,194,0,0
2022-06-29 17:00:00+09:00,100,24.70791598,86,9,195,0,0
2022-06-29 18:00:00+09:00,100,24.30231788,87,8.36,190,0,0
2022-06-29 19:00:00+09:00,100,24.05671082,88,7.81,187,0,0
2022-06-29 20:00:00+09:00,100,23.78758583,89,7.09,184,0.003532669,0
2022-06-29 21:00:00+09:00,91.29304636,23.6052649,90.93487859,6.604790287,180,0.013024283,0
2022-06-29 22:00:00+09:00,100,23.70099725,89,6.57,182,0.004705234,0
2022-06-29 23:00:00+09:00,99,23.57429204,89,7.02,182,0.018252212,0
2022-06-30 00:00:00+09:00,93,23.14209713,92,5.77,162,0.106600442,0
2022-06-30 01:00:00+09:00,94,22.86783739,93,5.25,148,0.232699115,0
2022-06-30 02:00:00+09:00,95.94271357,22.96101005,93,6.095080402,161.598995,0,0
2022-06-30 03:00:00+09:00,96.9700831,23.37115789,91.0598338,7.668204986,179.8504155,0,0
2022-06-30 04:00:00+09:00,84.38897638,23.46817323,90.02992126,7.330472441,179.0299213,1.261102362,0
2022-06-30 05:00:00+09:00,76,23.5157979,90,7.04,176,0.286681391,0
2022-06-30 06:00:00+09:00,83,23.4780626,91,6.69,174,0.00296816,0
2022-06-30 07:00:00+09:00,87,23.68223881,90,6.74,172,0,0
2022-06-30 08:00:00+09:00,90,24.05950774,87,6.92,180,0,0
2022-06-30 09:00:00+09:00,91,24.55072256,85,7.48,184,0.241174848,0
2022-06-30 10:00:00+09:00,88,25.16840178,79,7.2,185,0,0
2022-06-30 11:00:00+09:00,94,25.44870932,78,7.35,191,0,0
2022-06-30 12:00:00+09:00,96,25.39245033,79,7.26,194,0,0
2022-06-30 13:00:00+09:00,97,25.35434711,80,7.48,194,0,0
2022-06-30 14:00:00+09:00,91,25.43133628,79,7.45,196,0,0
2022-06-30 15:00:00+09:00,93.8718232,25.39349171,80,7.241668508,198.9679558,0,0
2022-06-30 16:00:00+09:00,97,25.44080485,80,6.98,203,0,0
2022-06-30 17:00:00+09:00,97,25.4222271,79,6.58,202,0,0
2022-06-30 18:00:00+09:00,96,25.16237307,81,5.82,205,0,0
2022-06-30 19:00:00+09:00,85,24.70272727,84,5.28,204,0,0
2022-06-30 20:00:00+09:00,81,24.13178611,87,4.56,188,0,0
2022-06-30 21:00:00+09:00,75.97013274,23.95659292,89,3.864330752,170.9402655,0,0
2022-06-30 22:00:00+09:00,21,23.69280731,90,4.05,145,0,0
2022-06-30 23:00:00+09:00,43,23.18986711,93,3.86,130,0,0
2022-07-01 00:00:00+09:00,55,22.9004606,95,3.1,133,0,0
2022-07-01 01:00:00+09:00,63,22.68329262,96,3.71,129,0,0
2022-07-01 02:00:00+09:00,70,22.48291181,97,3.82,125,0,0
2022-07-01 03:00:00+09:00,83.88026608,22.7013969,97,3.404257206,125.9467849,0,0
2022-07-01 04:00:00+09:00,61,22.522765,97,2.27,111,0,0
2022-07-01 05:00:00+09:00,72,22.51950665,97,2.97,99,0,0
2022-07-01 06:00:00+09:00,77,22.54912417,97,3.8,105,0,0
2022-07-01 07:00:00+09:00,83,23.15421053,95,4.63,116,0,0
2022-07-01 08:00:00+09:00,86,23.81736258,92,5.19,128,0,0
2022-07-01 09:00:00+09:00,91.86552297,24.56735473,87.98505811,5.332988379,138.0149419,0,0
2022-07-01 10:00:00+09:00,33,25.54505549,82,5.45,147,0,0
2022-07-01 11:00:00+09:00,20,26.09374723,78,5.13,160,0,0
2022-07-01 12:00:00+09:00,16,26.40716824,76,4.91,169,0,0
2022-07-01 13:00:00+09:00,12,26.58490849,75,4.71,176,0,0
2022-07-01 14:00:00+09:00,10,26.7279723,74,4.83,178,0,0
2022-07-01 15:00:00+09:00,4.050997783,26.77782705,76.96175166,4.808470067,177.9490022,0,0
2022-07-01 16:00:00+09:00,0,26.70871951,77,4.41,180,0,0
2022-07-01 17:00:00+09:00,1,26.64259834,77,4.42,179,0,0
2022-07-01 18:00:00+09:00,3,26.2346205,77,4.15,185,0,0
2022-07-01 19:00:00+09:00,3,25.70823823,79,3.64,173,0,0
2022-07-01 20:00:00+09:00,3,24.91996681,82,3.33,155,0,0
2022-07-01 21:00:00+09:00,2.984513274,24.14117257,85.01548673,3.835818584,141.0309735,0,0
2022-07-01 22:00:00+09:00,6,23.33768293,88,3.23,135,0,0
2022-07-01 23:00:00+09:00,22,22.88589928,89,2.5,131,0,0
2022-07-02 00:00:00+09:00,47,22.57277042,90,2.54,114,0,0
2022-07-02 01:00:00+09:00,58,22.43088496,90,2.05,117,0,0
2022-07-02 02:00:00+09:00,52,22.28744186,89,2.3,119,0,0
2022-07-02 03:00:00+09:00,67.61419069,22.1346286,90.98392461,2.446463415,117.0160754,0,0
2022-07-02 04:00:00+09:00,69,21.96613724,91,2.15,116,0,0
2022-07-02 05:00:00+09:00,72,21.94119668,91,2.37,102,0,0
2022-07-02 06:00:00+09:00,52,21.93138504,90,2.44,94,0,0
2022-07-02 07:00:00+09:00,42,22.47744598,87,2.15,91,0,0
2022-07-02 08:00:00+09:00,39,23.22335738,84,2.02,79,0,0
2022-07-02 09:00:00+09:00,37.16620499,24.24703601,80.9833795,2.87534626,113.6842105,0,0
2022-07-02 10:00:00+09:00,33,25.05253179,79,1.46,154,0,0
2022-07-02 11:00:00+09:00,58,25.65903387,76,1.38,213,0,0
2022-07-02 12:00:00+09:00,71,26.43418979,73,1.98,206,0,0
2022-07-02 13:00:00+09:00,78,27.30438849,70,2.49,219,0,0
2022-07-02 14:00:00+09:00,72,27.55036565,71,3.17,252,0,0
2022-07-02 15:00:00+09:00,73.8199446,26.72052632,73.01385042,4.730858726,288.7506925,0,0
2022-07-02 16:00:00+09:00,76,26.47587617,75,3.42,286,0,0
2022-07-02 17:00:00+09:00,76.20168067,29.92915966,76,3.957563025,307.3109244,0,0
2022-07-02 18:00:00+09:00,78.52657974,28.94223671,76.08776329,3.39609328,319.8776329,0,0
2022-07-02 19:00:00+09:00,84,25.65143404,77,2.42,329,0,0
2022-07-02 20:00:00+09:00,87,24.96134328,79,1.89,341,0,0
2022-07-02 21:00:00+09:00,51.00625978,26.97887846,80,1.512269171,334.2832551,0,0
2022-07-02 22:00:00+09:00,14,24.25491694,80,1.74,24,0,0
2022-07-02 23:00:00+09:00,22.2688,25.03,80,1.705973333,66.92586667,0,0
2022-07-03 00:00:00+09:00,31,23.85647287,80,1.9,97,0,0
2022-07-03 01:00:00+09:00,31,23.4136425,81,1.3,86,0,0
2022-07-03 02:00:00+09:00,43,23.59021041,80,2.16,103,0,0
2022-07-03 03:00:00+09:00,70.74100719,23.76841727,80,1.520143885,88.01438849,0,0
2022-07-03 04:00:00+09:00,100,23.81376588,78,2.1,102,0,0
2022-07-03 05:00:00+09:00,100,23.62768467,79,2.36,114,0,0
2022-07-03 06:00:00+09:00,100,23.53746681,81,2.56,117,0,0
2022-07-03 07:00:00+09:00,100,23.56702269,83,2.76,133,0,0
2022-07-03 08:00:00+09:00,100,23.76921242,84,2.37,123,0,0
2022-07-03 09:00:00+09:00,97.02986726,24.32106748,82,2.143136062,94.17920354,0,0
2022-07-03 10:00:00+09:00,100,25.2478674,78,1.38,88,0,0
2022-07-03 11:00:00+09:00,100,25.92884042,76,0.96,162,0,0
2022-07-03 12:00:00+09:00,100,26.82431264,73,2.12,204,0,0
2022-07-03 13:00:00+09:00,100,27.96703212,69,2.99,193,0,0
2022-07-03 14:00:00+09:00,100,28.17758735,68,3.22,174,0,0
